scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10
76970.54687293539,75059.53365266258,70966.89239730011,73164.2173103693,67858.7198174455,71696.60482767274,61283.59261103688,69464.65897303892,74588.19640078876,66932.78536001573
