scenario1,scenario2,scenario3,scenario4,scenario5,scenario6,scenario7,scenario8,scenario9,scenario10
77996.27313795555,77040.33695845706,72683.91944022293,72955.22444431225,67773.46022152776,71686.61642999412,61861.33344054269,67860.39328350042,75437.44467512557,67428.42890332846
