1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
12.285396471029404,12.652800000640559,5.177802710291993,18.619995163341937,28.18087613723253,33.165415980094416,18.669246848246647,11.181671700212224,5.42937950024121,7.469929488883962,6.653960443713947,13.40225069566844,13.984957247654023,8.213213482466744,15.874014269546098,71.1026625161412,20.547733433195933,14.667252207746088,42.3516338843156,18.01501309006694,13.81540899974716,17.770813466858797,21.093356906084203,22.919574847879563
7.9353554969427025,9.007676941072503,12.094585933156802,10.016441207412557,7.935355496942702,7.183830853706277,14.589501311534567,26.407002871421373,27.268583607196327,8.945052866363572,4.672877295541356,12.539841162852277,8.655397437651075,11.262931912496327,10.662685844102887,6.292721012132123,7.012309269837463,3.2387640576753753,29.82357427701591,23.688187570351506,23.29290668473136,29.28281780987629,19.274252091886723,9.070372557669584
6.831188289764592,6.126564111661758,6.781406482215677,7.431956197833209,3.955655,7.431956197833209,23.845649788679413,4.853978032134226,2.67977646,5.721377849819531,6.052825620490025,4.484997504012849,7.690993118850031,6.521847552167037,6.42500840021415,4.527809057447636,4.131457604765326,2.667233471562201,1.579751019,2.7753333219026284,17.639071352423485,35.82692069393805,47.472726777243096,36.77073567531354
20.67084563008666,9.001024030255309,7.411373338810438,7.510838582112003,6.612202926458184,9.410161486176003,10.801228836306366,6.542666494359649,14.07125051978962,6.147645421918375,27.41790351066128,48.2443530997076,22.033925680959296,27.22340401266927,24.267678716589117,32.71005573691897,33.589653365879585,20.777137636217105,20.352894081332117,22.935333913405774,18.49384558620121,23.720599383280344,66.72658691339889,17.75016770334323
10.187923576555493,6.9354880114582285,9.44400541418648,8.717382020927465,5.330601660515596,8.486202747601238,3.8023865076997554,11.427262423706702,41.7516473286474,60.18850399278118,29.460811837210752,12.139512430756008,69.10630903048302,23.15511476955604,14.753526504008452,87.79255154343177,52.2464942226977,31.215068595740952,14.046103710789096,18.613110799218802,15.52760556644097,27.365620608868724,62.31703143810094,9.854486729171468
7.533339453104382,7.0245223156710015,7.926383250657656,11.032976182979954,4.17956,11.032976182979954,7.21140934708763,18.31828967955547,23.069420788409136,25.02759152317276,9.419457926971033,8.346566330316987,28.73865862571364,123.65431235063191,12.209838736220078,9.593892333026051,15.191620483560687,18.796397118615378,35.83017047242099,25.73645457074881,23.61068870978971,19.578172661876383,28.53083464775636,31.453855448405918
3.43321,8.186065369358253,5.354707854993621,6.964283166522419,7.573147878600543,8.785855833106657,10.084634521478948,5.738240386808475,2.32584372,6.763656783916406,3.224232,8.713245454320651,14.302211492882988,16.232637377166917,13.495896123088599,26.2659847155674,2.1488773500000002,16.68885016057405,17.58236977139496,9.331724878448103,11.856779612049555,16.448113820082664,3.864134940611768,4.830168675764709
6.592079189060693,4.162037,5.703135197470261,7.090172296413055,4.980931073523603,6.929057484859345,5.549239751089294,4.420295839276773,4.465834010625481,16.50126246727598,5.090401663857754,7.191359115338938,27.325149062802744,29.12827467580394,124.79414203925614,52.489434556197466,26.950829965662184,23.068684071851948,25.58685600158311,11.738719310376485,19.82721312007529,31.21677100418851,14.450584893911468,5.2847746827550415
3.43321,6.505301916331581,5.782059937248685,9.321386172968857,8.473987429971688,8.061191815475937,5.491987966532632,6.088007317080528,3.567624659112364,15.427374229986988,70.31451438720714,18.4983626436714,9.64627818115354,9.244349923605476,9.433818779242326,11.76125152181472,22.159493451105202,41.15369666689062,13.313762378023814,3.4071470035035474,8.045723920132458,26.03557333423681,37.65016441345481,5.124585283737819
10.242467892721562,12.331617188563078,12.625151848649764,16.57467097822161,13.39400737309558,13.812776676496908,9.762054697352262,18.837617985850716,33.68664683189844,33.76699557842651,9.172747548258512,18.536142188643232,28.298210380826013,30.421088194659596,23.52407688879487,41.55021633261472,52.333162656490224,34.62816078578506,29.649143905516183,30.769513835303297,15.032865896721798,23.208325006940253,24.876428531609825,17.79883663678358
